50; 0,00932004
2650; 0,724126
5250; 1,54226
7850; 2,39687
10450; 3,28268
13050; 4,18915
15650; 5,10333
18250; 6,40854
20850; 7,00664
23450; 7,92
26050; 9,19523
28650; 9,9538
31250; 10,0348
33850; 10,8424
36450; 11,6217
39050; 13,1688
41650; 14,0096
44250; 14,5441
46850; 15,2962
49450; 16,6833
52050; 15,6163
54650; 17,208
57250; 18,433
59850; 19,1936
62450; 20,5726
65050; 21,0357
67650; 22,2753
70250; 23,4496
72850; 24,5757
75450; 25,6548
78050; 24,5587
80650; 27,2566
83250; 28,4618
85850; 29,16
88450; 28,527
91050; 30,4696
93650; 31,4863
96250; 32,2854
98850; 31,7675
101450; 35,5843
104050; 43,8305
106650; 45,6491
109250; 46,387
111850; 46,6212
114450; 45,8566
117050; 48,11
119650; 44,3901
122250; 45,9611
124850; 46,7197
127450; 45,4457
130050; 48,9784
132650; 50,9214
135250; 48,9901
137850; 52,6319
140450; 47,1756
143050; 49,5425
145650; 49,4849
148250; 46,9705
150850; 47,1383
153450; 47,3891
156050; 48,6611
158650; 49,9874
161250; 47,0013
163850; 48,5055
166450; 48,8232
169050; 49,5858
171650; 51,1232
174250; 48,5209
176850; 49,2475
179450; 50,0863
182050; 49,7009
184650; 50,4704
187250; 52,1213
189850; 52,8203
192450; 54,0809
195050; 52,3008
197650; 55,6357
200250; 55,162
202850; 56,0239
205450; 54,814
208050; 52,3101
210650; 55,0996
213250; 56,077
215850; 54,0898
218450; 54,598
221050; 53,6206
223650; 56,6326
226250; 54,9764
228850; 57,6906
231450; 58,749
234050; 58,8665
236650; 59,9837
239250; 60,8963
241850; 61,4344
244450; 59,7718
247050; 62,1083
249650; 59,9201
252250; 63,4184
254850; 64,525
257450; 62,798
260050; 66,1698
262650; 67,5208
265250; 65,9157
267850; 66,4555
270450; 68,1923
273050; 71,4652
275650; 67,8729
278250; 65,0332
280850; 69,1603
283450; 69,2434
286050; 70,2994
288650; 67,4349
291250; 69,2345
293850; 72,1545
296450; 72,5228
299050; 71,5296
301650; 74,5546
304250; 74,7329
306850; 72,2534
309450; 76,2954
312050; 73,3118
314650; 77,4531
317250; 74,9063
319850; 78,5634
322450; 75,4785
325050; 75,7403
327650; 74,5153
330250; 73,8734
332850; 77,3684
335450; 75,6706
338050; 77,5378
340650; 79,5785
343250; 80,4992
345850; 78,5229
348450; 81,1698
351050; 82,0447
353650; 80,0198
356250; 82,1808
358850; 81,7801
361450; 84,3102
364050; 81,8765
366650; 83,548
369250; 82,1982
371850; 78,946
374450; 83,9865
377050; 83,7968
379650; 73,3106
382250; 77,0613
384850; 78,2397
387450; 78,8284
390050; 76,5426
392650; 79,5931
395250; 80,7962
397850; 79,1976
400450; 80,983
403050; 80,0323
405650; 82,7015
408250; 80,7346
410850; 80,1085
413450; 84,6089
416050; 81,3141
418650; 84,6774
421250; 85,6803
423850; 86,763
426450; 83,67
429050; 87,321
431650; 87,7092
434250; 86,4271
436850; 87,74
