50; 0,0133722
2050; 0,840829
4050; 1,61763
6050; 2,67971
8050; 3,53878
10050; 4,38771
12050; 5,38738
14050; 6,64397
16050; 7,56706
18050; 8,35116
20050; 10,9178
22050; 10,6722
24050; 11,7744
26050; 12,5825
28050; 13,9249
30050; 14,953
32050; 16,1151
34050; 17,0759
36050; 20,5551
38050; 19,1591
40050; 20,3801
42050; 21,4045
44050; 22,597
46050; 24,1409
48050; 25,1248
50050; 25,9478
52050; 27,2469
54050; 28,5667
56050; 29,2309
58050; 30,2204
60050; 31,4644
62050; 32,2745
64050; 33,6765
66050; 35,1681
68050; 36,1261
70050; 37,2275
72050; 38,0164
74050; 39,2617
76050; 40,1811
78050; 41,4981
80050; 42,0962
82050; 43,0886
84050; 44,4444
86050; 45,6491
88050; 46,7039
90050; 47,6408
92050; 49,1895
94050; 49,9412
96050; 51,3656
98050; 52,6237
100050; 53,405
102050; 54,4035
104050; 56,0134
106050; 56,5625
108050; 57,7477
110050; 58,576
112050; 59,5076
114050; 60,8732
116050; 61,9985
118050; 63,4309
120050; 64,1295
122050; 65,194
124050; 66,4891
126050; 67,4272
128050; 68,2547
130050; 69,7203
132050; 70,9303
134050; 71,8417
136050; 73,0083
138050; 74,2353
140050; 74,7317
142050; 75,9656
144050; 69,8034
146050; 71,3971
148050; 71,9798
150050; 72,8742
152050; 73,3608
154050; 73,9136
156050; 74,9683
158050; 77,0706
160050; 77,7356
162050; 79,0396
164050; 79,6085
166050; 80,2078
168050; 81,353
170050; 82,5419
172050; 83,0533
174050; 84,4731
176050; 85,6386
178050; 105,583
180050; 106,988
182050; 96,3473
184050; 108,784
186050; 109,341
188050; 99,4273
190050; 100,744
192050; 101,645
194050; 103,15
196050; 94,9339
198050; 95,4679
200050; 96,3355
202050; 118,14
204050; 109,893
206050; 120,75
208050; 121,223
210050; 116,584
212050; 112,143
214050; 126,219
216050; 116,16
218050; 114,561
220050; 115,13
222050; 105,374
224050; 107,21
226050; 116,52
228050; 119,861
230050; 119,443
232050; 110,27
234050; 111,777
236050; 136,388
238050; 124,542
240050; 125,562
242050; 114,942
244050; 115,703
246050; 128,273
248050; 128,471
250050; 118,714
252050; 120,186
254050; 115,677
256050; 109,809
258050; 148,561
260050; 149,884
262050; 153,276
264050; 136,628
266050; 143,721
268050; 138,554
270050; 154,787
272050; 141,413
274050; 127,83
276050; 129,751
278050; 129,672
280050; 131,31
282050; 124,452
284050; 165,173
286050; 146,836
288050; 164,377
290050; 165,585
292050; 167,195
294050; 167,616
296050; 151,647
298050; 169,227
300050; 154,193
302050; 156,143
304050; 172,853
306050; 156,971
308050; 156,691
310050; 146,072
312050; 178,204
314050; 176,906
316050; 164,548
318050; 179,8
320050; 180,628
322050; 182,563
324050; 178,056
326050; 165,063
328050; 185,664
330050; 168,962
332050; 168,367
334050; 155,401
336050; 142,304
338050; 178,399
340050; 172,684
342050; 157,534
344050; 144,39
346050; 146,167
348050; 135,961
350050; 136,967
352050; 173,689
354050; 193,545
356050; 188,874
358050; 182,425
360050; 190,101
362050; 181,883
364050; 170,819
366050; 205,322
368050; 205,749
370050; 186,229
372050; 178,83
374050; 166,241
376050; 158,246
378050; 159,505
380050; 159,832
382050; 160,94
384050; 161,168
386050; 161,713
388050; 151,113
390050; 186,553
392050; 218,038
394050; 198,191
396050; 180,725
398050; 182,576
400050; 199,808
402050; 183,171
404050; 185,643
406050; 223,775
408050; 204,559
410050; 204,463
412050; 204,871
414050; 208,293
416050; 227,582
418050; 208,623
420050; 209,693
422050; 202,347
424050; 235,129
426050; 236,241
428050; 220,234
430050; 214,492
432050; 213,993
434050; 198,251
436050; 181,472
438050; 167,197
440050; 167,439
442050; 156,371
444050; 157,477
446050; 157,098
448050; 158,847
450050; 246,901
452050; 225,159
454050; 249,308
456050; 248,954
458050; 227,256
460050; 227,026
462050; 207,369
464050; 191,121
466050; 195,164
468050; 193,24
470050; 255,494
472050; 233,947
474050; 244,589
476050; 243,457
478050; 238,539
480050; 216,131
482050; 237,388
484050; 236,75
486050; 219,243
488050; 242,668
490050; 220,414
492050; 202,854
494050; 204,555
496050; 188,532
498050; 191,121
500050; 275,381
502050; 275,516
504050; 276,35
506050; 250,991
508050; 252,171
510050; 279,182
512050; 235,846
514050; 234,264
516050; 275,54
518050; 283,246
520050; 257,044
522050; 258,59
524050; 286,951
526050; 259,817
528050; 287,059
530050; 290,103
532050; 264,334
534050; 262,748
536050; 264,592
538050; 265,914
540050; 273,299
542050; 268,205
544050; 248,418
546050; 244,875
548050; 268,899
550050; 247,266
552050; 258,535
554050; 274,118
556050; 249,059
558050; 248,626
560050; 274,054
562050; 305,65
564050; 282,583
566050; 278,768
568050; 280,454
570050; 296,997
572050; 298,002
574050; 280,935
576050; 240,582
578050; 311,173
580050; 284,113
582050; 260,247
584050; 260,033
586050; 259,973
588050; 241,794
590050; 240,102
592050; 226,123
594050; 289,721
596050; 265,59
598050; 266,819
600050; 245,338
602050; 327,199
604050; 295,156
606050; 271,003
608050; 257,138
610050; 332,413
612050; 324,423
614050; 301,837
616050; 282,671
618050; 299,464
620050; 278,038
622050; 304,751
624050; 276,74
626050; 273,773
628050; 255,851
630050; 257,268
632050; 342,733
634050; 345,641
636050; 311,332
638050; 310,914
640050; 314,203
642050; 303,545
644050; 280,069
646050; 263,526
648050; 316,251
650050; 348,074
652050; 308,311
654050; 282,858
656050; 252,911
658050; 260,265
